2022-02-21 22:56:46 startup archives install
2022-02-21 22:59:16 status installed libp11-kit0:amd64 0.23.20-1ubuntu0.1
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libgnutls30:amd64 3.6.13-2ubuntu1 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status half-installed libgnutls30:amd64 3.6.13-2ubuntu1
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libgnutls30:amd64 3.6.13-2ubuntu1.6 <none>
2022-02-21 22:59:16 status unpacked libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status half-configured libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 status installed libgnutls30:amd64 3.6.13-2ubuntu1.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade libseccomp2:amd64 2.4.3-1ubuntu1 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status half-installed libseccomp2:amd64 2.4.3-1ubuntu1
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2 <none>
2022-02-21 22:59:16 status unpacked libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status half-configured libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 status installed libseccomp2:amd64 2.5.1-1ubuntu1~20.04.2
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:16 upgrade apt:amd64 2.0.2 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.2
2022-02-21 22:59:16 status half-installed apt:amd64 2.0.2
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 startup packages configure
2022-02-21 22:59:16 configure apt:amd64 2.0.6 <none>
2022-02-21 22:59:16 status unpacked apt:amd64 2.0.6
2022-02-21 22:59:16 status half-configured apt:amd64 2.0.6
2022-02-21 22:59:16 status installed apt:amd64 2.0.6
2022-02-21 22:59:16 startup archives unpack
2022-02-21 22:59:17 upgrade libpam0g:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam0g:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam0g:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules-bin:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules-bin:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules-bin:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libpam-modules:amd64 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-modules:amd64 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-modules:amd64 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade mount:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 upgrade libpam-runtime:all 1.3.1-5ubuntu4 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libpam-runtime:all 1.3.1-5ubuntu4.3 <none>
2022-02-21 22:59:17 status unpacked libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status half-configured libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 status installed libpam-runtime:all 1.3.1-5ubuntu4.3
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade passwd:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure passwd:amd64 1:4.8.1-1ubuntu5.20.04.1 <none>
2022-02-21 22:59:17 status unpacked passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status half-configured passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 status installed passwd:amd64 1:4.8.1-1ubuntu5.20.04.1
2022-02-21 22:59:17 startup archives unpack
2022-02-21 22:59:17 upgrade libprocps8:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 startup packages configure
2022-02-21 22:59:17 configure libfdisk1:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed libfdisk1:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure mount:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed mount:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure libprocps8:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-02-21 22:59:17 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status installed libprocps8:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 configure fdisk:amd64 2.34-0.1ubuntu9.3 <none>
2022-02-21 22:59:17 status unpacked fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status half-configured fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 status installed fdisk:amd64 2.34-0.1ubuntu9.3
2022-02-21 22:59:17 configure procps:amd64 2:3.3.16-1ubuntu2.3 <none>
2022-02-21 22:59:17 status unpacked procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status half-configured procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 status installed procps:amd64 2:3.3.16-1ubuntu2.3
2022-02-21 22:59:17 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2022-02-21 22:59:17 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2022-02-21 22:59:17 status installed libc-bin:amd64 2.31-0ubuntu9.2
2024-12-17 16:46:58 startup archives unpack
2024-12-17 16:46:58 upgrade gcc-10-base:amd64 10.3.0-1ubuntu1~20.04 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-configured gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status unpacked gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-installed gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status unpacked gcc-10-base:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 startup packages configure
2024-12-17 16:46:58 configure gcc-10-base:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-17 16:46:58 status unpacked gcc-10-base:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-configured gcc-10-base:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status installed gcc-10-base:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 startup archives unpack
2024-12-17 16:46:58 upgrade libgcc-s1:amd64 10.3.0-1ubuntu1~20.04 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2024-12-17 16:46:58 status half-configured libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status unpacked libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-installed libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status unpacked libgcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 startup packages configure
2024-12-17 16:46:58 configure libgcc-s1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-17 16:46:58 status unpacked libgcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-configured libgcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status installed libgcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 startup archives unpack
2024-12-17 16:46:58 upgrade libstdc++6:amd64 10.3.0-1ubuntu1~20.04 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-configured libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status unpacked libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:58 status half-installed libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2024-12-17 16:46:59 status unpacked libstdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:59 startup packages configure
2024-12-17 16:46:59 configure libstdc++6:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-17 16:46:59 status unpacked libstdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:59 status half-configured libstdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:59 status installed libstdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-17 16:46:59 startup archives unpack
2024-12-17 16:46:59 upgrade libc6:amd64 2.31-0ubuntu9.2 2.31-0ubuntu9.16
2024-12-17 16:46:59 status half-configured libc6:amd64 2.31-0ubuntu9.2
2024-12-17 16:46:59 status unpacked libc6:amd64 2.31-0ubuntu9.2
2024-12-17 16:46:59 status half-installed libc6:amd64 2.31-0ubuntu9.2
2024-12-17 16:47:01 status unpacked libc6:amd64 2.31-0ubuntu9.16
2024-12-17 16:47:02 startup packages configure
2024-12-17 16:47:02 configure libc6:amd64 2.31-0ubuntu9.16 <none>
2024-12-17 16:47:02 status unpacked libc6:amd64 2.31-0ubuntu9.16
2024-12-17 16:47:02 status half-configured libc6:amd64 2.31-0ubuntu9.16
2024-12-17 16:47:03 status installed libc6:amd64 2.31-0ubuntu9.16
2024-12-17 16:47:03 startup archives unpack
2024-12-17 16:47:03 upgrade base-files:amd64 11ubuntu5.5 11ubuntu5.8
2024-12-17 16:47:03 status half-configured base-files:amd64 11ubuntu5.5
2024-12-17 16:47:03 status unpacked base-files:amd64 11ubuntu5.5
2024-12-17 16:47:03 status half-installed base-files:amd64 11ubuntu5.5
2024-12-17 16:47:04 status unpacked base-files:amd64 11ubuntu5.8
2024-12-17 16:47:04 startup packages configure
2024-12-17 16:47:04 configure base-files:amd64 11ubuntu5.8 <none>
2024-12-17 16:47:04 status unpacked base-files:amd64 11ubuntu5.8
2024-12-17 16:47:04 status half-configured base-files:amd64 11ubuntu5.8
2024-12-17 16:47:04 status installed base-files:amd64 11ubuntu5.8
2024-12-17 16:47:04 startup archives unpack
2024-12-17 16:47:05 upgrade bash:amd64 5.0-6ubuntu1.1 5.0-6ubuntu1.2
2024-12-17 16:47:05 status half-configured bash:amd64 5.0-6ubuntu1.1
2024-12-17 16:47:05 status unpacked bash:amd64 5.0-6ubuntu1.1
2024-12-17 16:47:05 status half-installed bash:amd64 5.0-6ubuntu1.1
2024-12-17 16:47:05 status unpacked bash:amd64 5.0-6ubuntu1.2
2024-12-17 16:47:05 startup packages configure
2024-12-17 16:47:05 configure bash:amd64 5.0-6ubuntu1.2 <none>
2024-12-17 16:47:05 status unpacked bash:amd64 5.0-6ubuntu1.2
2024-12-17 16:47:05 status half-configured bash:amd64 5.0-6ubuntu1.2
2024-12-17 16:47:05 status installed bash:amd64 5.0-6ubuntu1.2
2024-12-17 16:47:05 startup archives unpack
2024-12-17 16:47:05 upgrade bsdutils:amd64 1:2.34-0.1ubuntu9.3 1:2.34-0.1ubuntu9.6
2024-12-17 16:47:05 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9.3
2024-12-17 16:47:05 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.3
2024-12-17 16:47:05 status half-installed bsdutils:amd64 1:2.34-0.1ubuntu9.3
2024-12-17 16:47:05 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.6
2024-12-17 16:47:06 startup packages configure
2024-12-17 16:47:06 configure bsdutils:amd64 1:2.34-0.1ubuntu9.6 <none>
2024-12-17 16:47:06 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.6
2024-12-17 16:47:06 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9.6
2024-12-17 16:47:06 status installed bsdutils:amd64 1:2.34-0.1ubuntu9.6
2024-12-17 16:47:06 startup archives unpack
2024-12-17 16:47:06 upgrade tar:amd64 1.30+dfsg-7ubuntu0.20.04.1 1.30+dfsg-7ubuntu0.20.04.4
2024-12-17 16:47:06 status half-configured tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2024-12-17 16:47:06 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2024-12-17 16:47:06 status half-installed tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2024-12-17 16:47:06 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.4
2024-12-17 16:47:06 startup packages configure
2024-12-17 16:47:06 configure tar:amd64 1.30+dfsg-7ubuntu0.20.04.4 <none>
2024-12-17 16:47:06 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.4
2024-12-17 16:47:06 status half-configured tar:amd64 1.30+dfsg-7ubuntu0.20.04.4
2024-12-17 16:47:06 status installed tar:amd64 1.30+dfsg-7ubuntu0.20.04.4
2024-12-17 16:47:06 startup archives unpack
2024-12-17 16:47:06 upgrade dpkg:amd64 1.19.7ubuntu3 1.19.7ubuntu3.2
2024-12-17 16:47:06 status half-configured dpkg:amd64 1.19.7ubuntu3
2024-12-17 16:47:06 status unpacked dpkg:amd64 1.19.7ubuntu3
2024-12-17 16:47:06 status half-installed dpkg:amd64 1.19.7ubuntu3
2024-12-17 16:47:07 status unpacked dpkg:amd64 1.19.7ubuntu3.2
2024-12-17 16:47:07 startup packages configure
2024-12-17 16:47:07 configure dpkg:amd64 1.19.7ubuntu3.2 <none>
2024-12-17 16:47:07 status unpacked dpkg:amd64 1.19.7ubuntu3.2
2024-12-17 16:47:07 status half-configured dpkg:amd64 1.19.7ubuntu3.2
2024-12-17 16:47:07 status installed dpkg:amd64 1.19.7ubuntu3.2
2024-12-17 16:47:07 startup archives unpack
2024-12-17 16:47:07 upgrade gzip:amd64 1.10-0ubuntu4 1.10-0ubuntu4.1
2024-12-17 16:47:07 status half-configured gzip:amd64 1.10-0ubuntu4
2024-12-17 16:47:07 status unpacked gzip:amd64 1.10-0ubuntu4
2024-12-17 16:47:07 status half-installed gzip:amd64 1.10-0ubuntu4
2024-12-17 16:47:07 status unpacked gzip:amd64 1.10-0ubuntu4.1
2024-12-17 16:47:07 startup packages configure
2024-12-17 16:47:07 configure gzip:amd64 1.10-0ubuntu4.1 <none>
2024-12-17 16:47:07 status unpacked gzip:amd64 1.10-0ubuntu4.1
2024-12-17 16:47:07 status half-configured gzip:amd64 1.10-0ubuntu4.1
2024-12-17 16:47:07 status installed gzip:amd64 1.10-0ubuntu4.1
2024-12-17 16:47:07 startup archives unpack
2024-12-17 16:47:07 upgrade login:amd64 1:4.8.1-1ubuntu5.20.04.1 1:4.8.1-1ubuntu5.20.04.5
2024-12-17 16:47:07 status half-configured login:amd64 1:4.8.1-1ubuntu5.20.04.1
2024-12-17 16:47:07 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04.1
2024-12-17 16:47:07 status half-installed login:amd64 1:4.8.1-1ubuntu5.20.04.1
2024-12-17 16:47:08 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04.5
2024-12-17 16:47:08 startup packages configure
2024-12-17 16:47:08 configure login:amd64 1:4.8.1-1ubuntu5.20.04.5 <none>
2024-12-17 16:47:08 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04.5
2024-12-17 16:47:08 status half-configured login:amd64 1:4.8.1-1ubuntu5.20.04.5
2024-12-17 16:47:08 status installed login:amd64 1:4.8.1-1ubuntu5.20.04.5
2024-12-17 16:47:08 startup archives unpack
2024-12-17 16:47:08 upgrade ncurses-bin:amd64 6.2-0ubuntu2 6.2-0ubuntu2.1
2024-12-17 16:47:08 status half-configured ncurses-bin:amd64 6.2-0ubuntu2
2024-12-17 16:47:08 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2024-12-17 16:47:08 status half-installed ncurses-bin:amd64 6.2-0ubuntu2
2024-12-17 16:47:08 status unpacked ncurses-bin:amd64 6.2-0ubuntu2.1
2024-12-17 16:47:08 startup packages configure
2024-12-17 16:47:08 configure ncurses-bin:amd64 6.2-0ubuntu2.1 <none>
2024-12-17 16:47:08 status unpacked ncurses-bin:amd64 6.2-0ubuntu2.1
2024-12-17 16:47:08 status half-configured ncurses-bin:amd64 6.2-0ubuntu2.1
2024-12-17 16:47:08 status installed ncurses-bin:amd64 6.2-0ubuntu2.1
2024-12-17 16:47:08 startup archives unpack
2024-12-17 16:47:08 upgrade perl-base:amd64 5.30.0-9ubuntu0.2 5.30.0-9ubuntu0.5
2024-12-17 16:47:08 status half-configured perl-base:amd64 5.30.0-9ubuntu0.2
2024-12-17 16:47:08 status unpacked perl-base:amd64 5.30.0-9ubuntu0.2
2024-12-17 16:47:08 status half-installed perl-base:amd64 5.30.0-9ubuntu0.2
2024-12-17 16:47:12 status unpacked perl-base:amd64 5.30.0-9ubuntu0.5
2024-12-17 16:47:13 startup packages configure
2024-12-17 16:47:13 configure perl-base:amd64 5.30.0-9ubuntu0.5 <none>
2024-12-17 16:47:13 status unpacked perl-base:amd64 5.30.0-9ubuntu0.5
2024-12-17 16:47:13 status half-configured perl-base:amd64 5.30.0-9ubuntu0.5
2024-12-17 16:47:13 status installed perl-base:amd64 5.30.0-9ubuntu0.5
2024-12-17 16:47:13 startup archives unpack
2024-12-17 16:47:13 upgrade libblkid1:amd64 2.34-0.1ubuntu9.3 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libblkid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status half-installed libblkid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 startup packages configure
2024-12-17 16:47:13 configure libblkid1:amd64 2.34-0.1ubuntu9.6 <none>
2024-12-17 16:47:13 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libblkid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status installed libblkid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 startup archives unpack
2024-12-17 16:47:13 upgrade libuuid1:amd64 2.34-0.1ubuntu9.3 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libuuid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status half-installed libuuid1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 startup packages configure
2024-12-17 16:47:13 configure libuuid1:amd64 2.34-0.1ubuntu9.6 <none>
2024-12-17 16:47:13 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libuuid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status installed libuuid1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 startup archives unpack
2024-12-17 16:47:13 upgrade libfdisk1:amd64 2.34-0.1ubuntu9.3 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:13 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 upgrade libmount1:amd64 2.34-0.1ubuntu9.3 2.34-0.1ubuntu9.6
2024-12-17 16:47:13 status half-configured libmount1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:14 status half-installed libmount1:amd64 2.34-0.1ubuntu9.3
2024-12-17 16:47:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:14 startup packages configure
2024-12-17 16:47:14 configure libmount1:amd64 2.34-0.1ubuntu9.6 <none>
2024-12-17 16:47:14 status unpacked libmount1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:14 status half-configured libmount1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:14 status installed libmount1:amd64 2.34-0.1ubuntu9.6
2024-12-17 16:47:14 startup archives unpack
2024-12-17 16:47:14 upgrade libncurses6:amd64 6.2-0ubuntu2 6.2-0ubuntu2.1
2024-12-17 16:47:14 status half-configured libncurses6:amd64 6.2-0ubuntu2
2024-12-17 16:47:14 status unpacked libncurses6:amd64 6.2-0ubuntu2
